group,number,index,name,WATER,CHOAVLM,STARCH,GLUS,FRUS,GALS,SUCS,MALS,LACS,TRES,CHOAVL,SORTL,MANTL,
3,3033,0304-1,（その他） はちみつ 国産品,18.1,69.3,-,30.3,36.7,-,0.1,0.9,-,-,69.2,-,-,イソマルトース： 1.1 g
4,4001,306,あずき 全粒 乾,14.2,46.5,41.7,0,0,Tr,0.6,0,0,0,42.3,-,-,
4,4002,307,あずき 全粒 ゆで,63.9,18.2,16.4,0,0,-,0.1,0,0,0,16.5,-,-,
4,4003,308,あずき ゆで小豆缶詰,45.3,47.7,10.8,0.2,0.2,-,33.7,0,-,-,44.9,-,-,液汁を含む
4,4004,309,あずき あん こし生あん,62,26,23.6,0,0,-,0,0,0,0,23.6,-,-,
4,4005,310,あずき あん さらしあん （乾燥あん）,7.8,52.4,47.4,0,0,-,0.3,0,0,0,47.7,-,-,
4,4101,311,あずき あん こし練りあん （並あん）,35,-60.4,-13.6,-0.4,-0.3,0,-39.3,-1.5,0,0,-56.8,-,-,"加糖あん
 配合割合： こし生あん100、上白糖70、水あめ7
 原材料配合割合から推計"
4,4102,312,あずき あん こし練りあん （中割りあん）,33.2,-63,-12.4,-0.4,-0.3,0,-43.3,-1.4,0,0,-59.3,-,-,"加糖あん
 配合割合： こし生あん100、上白糖85、水あめ7
 原材料配合割合から推計"
4,4103,313,あずき あん こし練りあん （もなかあん）,25.7,-70.9,-12.3,-0.5,-0.4,0,-50.8,-1.4,0,0,-66.9,-,-,"加糖あん
 配合割合： こし生あん100、上白糖100、水あめ7
 原材料配合割合から推計"
4,4111,0313-1,あずき あん つぶし生あん,65.8,19.2,17.4,0,0,-,0.1,0,-,-,17.5,-,-,イソマルトース： 0 g
4,4006,314,あずき あん つぶし練りあん,39.3,54.7,11.7,0.1,0.1,-,39.6,0,0,0,51.6,-,-,"別名：小倉あん
 加糖あん"
4,4007,315,いんげんまめ 全粒 乾,15.3,41.8,35.7,0,0,-,2.4,0,0,0,38.1,-,-,金時類、白金時類、手亡類、鶉類、大福、虎豆を含む
4,4008,316,いんげんまめ 全粒 ゆで,63.6,17.3,14.9,0,0,-,0.8,0,0,0,15.8,-,-,金時類、白金時類、手亡類、鶉類、大福、虎豆を含む
4,4009,317,いんげんまめ うずら豆,41.4,45.9,11.6,0.4,0.3,-,28.8,2.1,-,-,43.2,-,-,"試料（原材料）： 金時類 
 煮豆"
4,4012,320,えんどう 全粒 青えんどう 乾,13.4,42.7,37,0,0,-,1.9,0,0,0,38.9,-,-,
4,4013,321,えんどう 全粒 青えんどう ゆで,63.8,18.8,16.2,0,0,-,0.9,0,0,0,17.2,-,-,
4,4074,322,えんどう 全粒 赤えんどう 乾,13.4,-42.7,-37,0,0,-,-1.9,0,0,0,-38.9,-,-,04012青えんどう乾から推計
4,4075,323,えんどう 全粒 赤えんどう ゆで,63.8,-18.8,-16.2,0,0,-,-0.9,0,0,0,-17.2,-,-,04013青えんどうゆでから推計
4,4112,0326-1,えんどう うぐいすあん,38.5,47.9,12.1,Tr,Tr,-,32.8,0,-,-,45,1,2.9,"加糖あん
 イソマルトース： 0 g"
4,4017,327,ささげ 全粒 乾,15.5,40.7,35.2,Tr,Tr,-,1.8,0,0,0,37.1,-,-,
4,4018,328,ささげ 全粒 ゆで,63.9,18.7,16.4,Tr,Tr,-,0.6,Tr,0,0,17,-,-,
4,4019,329,そらまめ 全粒 乾,13.3,37.6,32.4,Tr,Tr,-,1.9,0,0,0,34.3,-,-,
4,4104,334,だいず ［全粒・全粒製品］ 全粒 青大豆 国産 乾,12.5,8.5,0.6,0.2,0.2,0.1,7,Tr,-,-,8.1,-,-,
4,4105,335,だいず ［全粒・全粒製品］ 全粒 青大豆 国産 ゆで,65.5,1.6,0.1,Tr,0,0,1.3,0.1,-,-,1.5,-,-,
4,4023,336,だいず ［全粒・全粒製品］ 全粒 黄大豆 国産 乾,12.4,7,0.6,0,0,0.1,5.9,Tr,0,0,6.7,-,-,
4,4024,337,だいず ［全粒・全粒製品］ 全粒 黄大豆 国産 ゆで,65.4,1.6,0.2,Tr,Tr,-,1.3,Tr,0,0,1.5,-,-,
4,4025,338,だいず ［全粒・全粒製品］ 全粒 黄大豆 米国産 乾,11.7,7,0.6,Tr,Tr,-,6,0,0,0,6.6,-,-,
4,4026,339,だいず ［全粒・全粒製品］ 全粒 黄大豆 中国産 乾,12.5,7.7,0.8,Tr,0,-,6.5,0,0,0,7.3,-,-,
4,4027,340,だいず ［全粒・全粒製品］ 全粒 黄大豆 ブラジル産 乾,8.3,5.2,0.4,Tr,Tr,-,4.6,0,0,0,5,-,-,
4,4077,341,だいず ［全粒・全粒製品］ 全粒 黒大豆 国産 乾,12.7,7.7,0.6,Tr,Tr,0.1,6.5,0.1,-,-,7.3,-,-,
4,4106,342,だいず ［全粒・全粒製品］ 全粒 黒大豆 国産 ゆで,65.1,1.7,0.2,0,0,0,1.4,0.1,-,-,1.6,-,-,
4,4080,343,だいず ［全粒・全粒製品］ いり大豆 青大豆,2.7,9.5,0.7,0,0,0,8.3,0,0,0,9,-,-,
4,4078,344,だいず ［全粒・全粒製品］ いり大豆 黄大豆,2.5,7.5,0.5,0,0,0,6.7,0,0,0,7.2,-,-,
4,4079,345,だいず ［全粒・全粒製品］ いり大豆 黒大豆,2.4,8.8,0.6,0,0,0,7.7,0,0,0,8.3,-,-,
4,4028,346,だいず ［全粒・全粒製品］ 水煮缶詰 黄大豆,71.7,0.9,0.2,0,0,-,0.6,0,-,-,0.8,-,-,液汁を除いたもの
4,4082,348,だいず ［全粒・全粒製品］ きな粉 青大豆 全粒大豆,5.9,8.7,0.8,0,Tr,0,7.4,0,0,0,8.2,-,-,
4,4096,349,だいず ［全粒・全粒製品］ きな粉 青大豆 脱皮大豆,5.2,6.8,0.5,0,0,-,5.9,0,0,0,6.5,-,-,別名：青大豆きな粉、うぐいす色きな粉あるいはうぐいすきな粉
4,4029,350,だいず ［全粒・全粒製品］ きな粉 黄大豆 全粒大豆,4,7.1,0.7,0,0,-,6.1,0,0,0,6.8,-,-,
4,4030,351,だいず ［全粒・全粒製品］ きな粉 黄大豆 脱皮大豆,2.6,6.8,0.7,0,0,-,5.8,0,0,0,6.5,-,-,
4,4031,355,だいず ［全粒・全粒製品］ ぶどう豆,36,31.5,0.3,0.2,0.2,-,29.4,0,-,-,30,-,-,煮豆
4,4032,356,だいず ［豆腐・油揚げ類］ 木綿豆腐,85.9,0.8,0.2,0,0,-,0.6,0,0,0,0.8,-,-,凝固剤の種類は問わないもの
4,4097,357,だいず ［豆腐・油揚げ類］ 木綿豆腐 （凝固剤：塩化マグネシウム）,85.9,0.8,0.2,0,0,-,0.6,0,0,0,0.8,-,-,
4,4098,358,だいず ［豆腐・油揚げ類］ 木綿豆腐 （凝固剤：硫酸カルシウム）,85.9,0.8,0.2,0,0,-,0.6,0,0,0,0.8,-,-,
4,4033,359,だいず ［豆腐・油揚げ類］ 絹ごし豆腐,88.5,1,0.2,0,0,-,0.7,Tr,0,0,0.9,-,-,凝固剤の種類は問わないもの
4,4099,360,だいず ［豆腐・油揚げ類］ 絹ごし豆腐 （凝固剤：塩化マグネシウム）,88.5,1,0.2,0,0,-,0.7,Tr,0,0,0.9,-,-,
4,4100,361,だいず ［豆腐・油揚げ類］ 絹ごし豆腐 （凝固剤：硫酸カルシウム）,88.5,1,0.2,0,0,-,0.7,Tr,0,0,0.9,-,-,
4,4034,362,だいず ［豆腐・油揚げ類］ ソフト豆腐,88.9,0.4,0.1,0,0,-,0.2,0,0,0,0.3,-,-,
4,4035,363,だいず ［豆腐・油揚げ類］ 充てん豆腐,88.6,0.8,0.1,0,0,-,0.7,0,0,0,0.8,-,-,
4,4036,364,だいず ［豆腐・油揚げ類］ 沖縄豆腐,81.8,-1,-0.2,0,0,-,-0.7,0,0,0,-1,-,-,"別名： 島豆腐
 04032木綿豆腐から推計"
4,4037,365,だいず ［豆腐・油揚げ類］ ゆし豆腐,90,-0.6,-0.1,0,0,-,-0.4,0,0,0,-0.5,-,-,04032木綿豆腐から推計
4,4038,366,だいず ［豆腐・油揚げ類］ 焼き豆腐,84.8,0.7,0.1,0,0,-,0.5,0,0,0,0.6,-,-,
4,4039,367,だいず ［豆腐・油揚げ類］ 生揚げ,75.9,1.2,0.3,0,0,-,0.8,0,0,0,1.1,-,-,別名： 厚揚げ
4,4113,0367-1,だいず ［豆腐・油揚げ類］ 絹生揚げ,80.5,1.2,0.1,0,0,-,1,Tr,-,-,1.2,-,-,別名： 絹厚揚げ
4,4040,368,だいず ［豆腐・油揚げ類］ 油揚げ 生,39.9,0.5,0.2,0,0,-,0.3,0,0,0,0.5,-,-,
4,4084,369,だいず ［豆腐・油揚げ類］ 油揚げ 油抜き 生,56.9,0.3,0.1,0,0,-,0.2,0,0,0,0.3,-,-,
4,4086,370,だいず ［豆腐・油揚げ類］ 油揚げ 油抜き ゆで,72.6,0.1,0.1,0,0,-,0,0,0,0,0.1,-,-,
4,4085,371,だいず ［豆腐・油揚げ類］ 油揚げ 油抜き 焼き,40.2,0.4,0.2,0,0,-,0.2,0,0,0,0.4,-,-,
4,4095,372,だいず ［豆腐・油揚げ類］ 油揚げ 甘煮,54.9,17.7,0.1,3.1,3,0,10.2,0.7,0,-,17.2,-,-,
4,4041,373,だいず ［豆腐・油揚げ類］ がんもどき,63.5,2.2,0.9,0,0.1,-,1,0,-,-,2,-,-,
4,4042,374,だいず ［豆腐・油揚げ類］ 凍り豆腐 乾,7.2,0.2,0.2,0,0,-,0,0,0,0,0.2,-,-,"別名： 高野豆腐
 試料： 炭酸水素ナトリウム処理製品"
4,4087,375,だいず ［豆腐・油揚げ類］ 凍り豆腐 水煮,79.6,0.1,0.1,0,0,-,0,0,0,0,0.1,-,-,"別名： 高野豆腐
 湯戻し後、煮たもの"
4,4046,380,だいず ［納豆類］ 糸引き納豆,59.5,0.3,0.3,0,0.1,-,0,0,0,0,0.3,-,-,
4,4047,381,だいず ［納豆類］ 挽きわり納豆,60.9,0.2,0.2,0,0,-,0,0,0,0,0.2,-,-,
4,4114,0382-1,だいず ［納豆類］ 塩納豆,64,12.9,2.4,8.9,0.3,-,0.2,0.8,-,-,12.6,-,-,
4,4115,0383-1,だいず ［納豆類］ 干し納豆,12,2.3,1.2,0.2,0.5,-,0.3,Tr,-,-,2.2,-,-,
4,4051,384,だいず ［その他］ おから 生,75.5,0.6,0.1,0,0,-,0.4,0,0,0,0.5,-,-,
4,4089,385,だいず ［その他］ おから 乾燥,7.1,-2.2,-0.4,0,0,-,-1.6,0,0,0,-2.1,-,-,04051おから生から推計
4,4052,386,だいず ［その他］ 豆乳 豆乳,90.8,1,0.1,0,Tr,-,0.8,0,0,0,0.9,-,-,
4,4053,387,だいず ［その他］ 豆乳 調製豆乳,87.9,1.9,0.1,0.1,0,-,1.3,0.3,-,-,1.8,-,-,
4,4054,388,だいず ［その他］ 豆乳 豆乳飲料・麦芽コーヒー,87.4,4.3,0.2,0.3,0.2,-,3.1,0.3,-,-,4.1,-,-,
4,4057,391,だいず ［その他］ 大豆たんぱく 分離大豆たんぱく 塩分無調整タイプ,5.9,1.1,0.7,0,Tr,-,0.2,Tr,0,0,1,-,-,
4,4090,392,だいず ［その他］ 大豆たんぱく 分離大豆たんぱく 塩分調整タイプ,5.9,-1.1,-0.7,0,(Tr),-,-0.2,(Tr),0,0,-1,-,-,04057大豆たんぱく塩分無調整タイプから推計
4,4059,394,だいず ［その他］ 湯葉 生,59.1,1.1,0.2,0.1,0.1,-,0.7,0,0,0,1,-,-,
4,4060,395,だいず ［その他］ 湯葉 干し 乾,6.9,2.7,0.3,0,0,-,2.2,Tr,0,0,2.6,-,-,
4,4091,396,だいず ［その他］ 湯葉 干し 湯戻し,72.8,0.4,0.1,0,0,-,0.2,0,0,0,0.4,-,-,
4,4064,400,つるあずき 全粒 乾,12,39.6,35.2,0,Tr,-,0.8,Tr,0,0,36.1,-,-,別名： たけあずき
4,4092,401,つるあずき 全粒 ゆで,60.5,-17.8,-15.8,0,0,-,-0.4,0,0,0,-16.2,-,-,04064つるあずき乾から推計
4,4065,402,ひよこまめ 全粒 乾,10.4,41.3,35.4,0,Tr,-,2.3,0,0,0,37.7,-,-,別名： チックピー、ガルバンゾー
4,4066,403,ひよこまめ 全粒 ゆで,59.6,20,17.4,0,0,-,0.8,0,0,0,18.2,-,-,別名： チックピー、ガルバンゾー
4,4068,405,べにばないんげん 全粒 乾,15.4,36.2,28.6,0,0,-,4.6,0,0,0,33.1,-,-,別名： はなまめ
4,4069,406,べにばないんげん 全粒 ゆで,69.7,13.3,10.6,0,0,-,1.5,0,0,0,12.1,-,-,別名： はなまめ
4,4070,408,らいまめ 全粒 乾,11.7,37.2,32.6,Tr,0,-,1.2,0,0,0,33.8,-,-,別名： ライマビーン、バタービーン
4,4093,409,らいまめ 全粒 ゆで,62.3,-16.4,-14.4,0,0,0,-0.5,0,0,0,-14.9,-,-,"別名： ライマビーン、バタービーン
 04070らいまめ乾から推計"
4,4071,410,りょくとう 全粒 乾,10.8,45.4,39.9,0,0,Tr,1.4,0,0,0,41.4,-,-,別名： やえなり
4,4072,411,りょくとう 全粒 ゆで,66,17.7,15.9,0,Tr,-,0.2,0,0,0,16.1,-,-,別名： やえなり
4,4073,412,レンズまめ 全粒 乾,12,45.2,40,Tr,Tr,-,1,Tr,0,0,41.1,-,-,別名： ひらまめ
4,4094,413,レンズまめ 全粒 ゆで,57.9,-23.3,-20.6,(Tr),0,-,-0.6,0,0,0,-21.2,-,-,"別名： ひらまめ
 04073レンズまめ乾から推計"
5,5001,414,アーモンド 乾,4.7,5.5,0.1,Tr,Tr,-,5.1,0,0,0,5.2,-,-,
5,5002,415,アーモンド フライ 味付け,1.8,4.9,0.2,0,0,-,4.5,0,0,-,4.6,-,-,乳糖は米国成分表から推計
5,5040,416,アーモンド いり 無塩,1.8,-5.9,-0.7,(Tr),(Tr),0,-4.8,-0.1,0,0,-5.6,-,-,米国成分表から推計
5,5003,417,あさ 乾,4.6,2.6,0.1,Tr,Tr,-,2.3,0,0,0,2.5,-,-,
5,5041,418,あまに いり,0.8,1.2,0.2,0,0,-,0.9,0,0,-,1.2,-,-,
5,5004,419,えごま 乾,5.6,2.5,0.3,0.2,0.1,-,1.7,0,0,0,2.4,-,-,別名： あぶらえ
5,5005,420,カシューナッツ フライ 味付け,3.2,-18.6,-11.9,0,0,0,-5.3,0,0,0,-17.2,-,-,英国成分表から推計。ガラクトースは米国成分表から推計
5,5006,421,かぼちゃ いり 味付け,4.5,-2.1,-0.7,-0.1,-0.1,0,-1.1,0,0,0,-2,-,-,"廃棄部位： 種皮
 米国成分表から推計"
5,5008,423,ぎんなん 生,57.4,33.4,29,0.1,Tr,-,1.2,Tr,0,0,30.4,-,-,廃棄部位： 殻及び薄皮
5,5009,424,ぎんなん ゆで,56.9,33.6,29.3,Tr,Tr,-,1.2,Tr,0,0,30.6,-,-,薄皮を除いたもの
5,5010,425,（くり類） 日本ぐり 生,58.8,33.5,26.2,Tr,Tr,-,4.3,Tr,0,0,30.6,-,-,廃棄部位： 殻（鬼皮）及び渋皮（包丁むき）
5,5011,426,（くり類） 日本ぐり ゆで,58.4,32.8,25.8,Tr,Tr,-,4.2,0,0,0,30,-,-,廃棄部位： 殻（鬼皮）及び渋皮
5,5013,428,（くり類） 中国ぐり 甘ぐり,44.4,-43.9,-34.4,(Tr),(Tr),-,-5.7,(Tr),0,0,-40.2,-,-,"別名： あまぐり
 廃棄部位： 殻（鬼皮）及び渋皮
 05011日本ぐりゆでから推計"
5,5014,429,くるみ いり,3.1,2.8,0.1,0,0,-,2.5,0,0,0,2.6,-,-,
5,5015,430,けし 乾,3,3.3,0,0,0,-,3.2,0,0,0,3.2,-,-,別名： ポピーシード
5,5016,431,ココナッツ ココナッツパウダー,2.5,-6.4,0,(Tr),-0.8,0,-5.3,0,0,0,-2.7,-,-,英国成分表から推計
5,5017,432,ごま 乾,4.7,1,0.2,0,0,-,0.7,0,0,0,0.9,-,-,試料： 洗いごま
5,5018,433,ごま いり,1.6,0.8,0.2,0,0,-,0.6,0,0,0,0.7,-,-,
5,5019,434,ごま むき,4.1,0.6,0,0,0,-,0.5,Tr,0,0,0.5,-,-,
5,5042,435,ごま ねり,0.5,-0.8,-0.2,0,0,-,-0.6,0,0,0,-0.8,-,-,05018ごまいりから推計
5,5021,437,すいか いり 味付け,5.9,2.3,0.2,0,0,-,2,0,0,-,2.2,-,-,廃棄部位： 種皮
5,5046,438,チアシード 乾,6.5,0.9,0.2,0,0,-,0.7,0,0,0,0.9,-,-,
5,5023,440,はす 未熟 生,77.5,-13.2,-11.5,(Tr),(Tr),-,-0.5,0,0,0,-12,-,-,"廃棄部位： 殻及び薄皮
 05024はす成熟乾から推計"
5,5024,441,はす 成熟 乾,11.2,52.1,45.4,0.1,0.1,-,1.8,0,0,0,47.4,-,-,殻、薄皮及び幼芽を除いたもの
5,5043,442,はす 成熟 ゆで,66.1,-19.9,-17.4,(Tr),(Tr),-,-0.7,0,0,0,-18.1,-,-,"幼芽を除いたもの
 05024はす成熟乾から推計"
5,5025,443,（ひし類） ひし 生,51.8,15.6,12.8,0.1,0.2,-,1.3,0,0,0,14.3,-,-,廃棄部位： 果皮
5,5047,444,（ひし類） とうびし 生,64.3,30.5,26.6,0.2,0.2,0,0.8,0,-,-,27.8,-,-,廃棄部位： 皮
5,5048,445,（ひし類） とうびし ゆで,65.5,28.2,24.6,0.2,0.3,Tr,0.6,-,-,-,25.7,-,-,廃棄部位： 皮
5,5026,446,ピスタチオ いり 味付け,2.2,-8.2,-2.3,(Tr),(Tr),0,-5.4,0,0,0,-7.7,-,-,"廃棄部位： 殻
 英国成分表から推計"
5,5027,447,ひまわり フライ 味付け,2.6,2.4,0.1,0,0,0,2.1,0,0,0,2.3,-,-,
5,5028,449,ブラジルナッツ フライ 味付け,2.8,-3.1,-0.6,0,0,0,-2.3,0,0,0,-2.9,-,-,英国成分表から推計。ガラクトースは米国成分表から推計
5,5029,450,ヘーゼルナッツ フライ 味付け,1,-4.9,-1,-0.1,-0.1,0,-3.5,0,0,0,-4.6,-,-,"別名： ヘイゼルナッツ、西洋はしばみ、フィルバート
 薄皮を除いたもの
 米国成分表から推計"
5,5030,452,ペカン フライ 味付け,1.9,-5.9,-1.4,-0.3,-0.3,0,-3.6,0,0,0,-5.6,-,-,英国成分表から推計
5,5031,453,マカダミアナッツ いり 味付け,1.3,-4.8,-0.7,-0.1,-0.1,0,-3.6,0,0,0,-4.5,-,-,英国成分表から推計
5,5032,454,まつ 生,2.5,-4,-0.1,-0.1,-0.1,0,-3.5,0,0,0,-3.8,-,-,英国成分表から推計。ガラクトースは米国成分表から推計
5,5033,455,まつ いり,1.9,5.4,1.6,0,0,-,3.5,0,0,0,5.1,-,-,
5,5034,456,らっかせい 大粒種 乾,6,10.7,4.3,0,0,-,5.7,0,0,0,10,-,-,別名： なんきんまめ、ピーナッツ
5,5035,457,らっかせい 大粒種 いり,1.7,10.8,4.5,0,0,-,5.5,0,0,0,10.1,-,-,別名： なんきんまめ、ピーナッツ
5,5044,458,らっかせい 小粒種 乾,6,-10.7,-4.3,0,0,-,-5.7,0,0,0,-10,-,-,"別名： なんきんまめ、ピーナッツ
 05034 大粒種乾から推計"
5,5045,459,らっかせい 小粒種 いり,2.1,-10.7,-4.5,0,0,-,-5.5,0,0,0,-10,-,-,"別名： なんきんまめ、ピーナッツ
 05035 大粒種いりから推計"
5,5036,460,らっかせい バターピーナッツ,2.4,8.9,3.9,0,0,-,4.4,0,-,-,8.3,-,-,
5,5037,461,らっかせい ピーナッツバター,1.2,19.8,3.9,0,Tr,-,14.7,0,-,-,18.6,-,-,
6,6001,462,アーティチョーク 花らい 生,85.1,-1,0,-0.2,(Tr),0,-0.7,0,0,0,-0.9,-,-,"別名： ちょうせんあざみ
 廃棄部位： 花床の基部及び総包の一部
 米国成分表から推計"
6,6002,463,アーティチョーク 花らい ゆで,85.9,-0.9,0,-0.2,(Tr),0,-0.6,0,0,0,-0.9,-,-,"別名： ちょうせんあざみ
 廃棄部位： 花床の基部及び総包の一部
 米国成分表から推計"
6,6402,0463-1,アイスプラント 生,96.2,0.1,Tr,Tr,Tr,-,0,0,-,-,0.1,-,-,
6,6007,468,アスパラガス 若茎 生,92.6,2.1,0,0.8,1.1,-,0.2,0,0,-,2.1,-,-,"試料： グリーンアスパラガス
 廃棄部位： 株元"
6,6008,469,アスパラガス 若茎 ゆで,92,-2.3,0,-0.8,-1.2,-,-0.2,0,0,-,-2.3,-,-,"試料： グリーンアスパラガス
 株元を除いたもの
 06007アスパラガス生から推計"
6,6327,470,アスパラガス 若茎 油いため,88.3,-2.3,0,-0.8,-1.2,-,-0.2,0,0,-,-2.3,-,-,"試料： グリーンアスパラガス
 株元を除いたもの
 可食部(100g)から脂質量(g)を差し引いた部分について06007アスパラガス生から推計"
6,6009,471,アスパラガス 水煮缶詰,91.9,-2.3,0,-0.8,-1.2,-,-0.2,0,0,-,-2.3,-,-,"試料： ホワイトアスパラガス
 液汁を除いたもの
 06007アスパラガス生から推計"
6,6010,473,いんげんまめ さやいんげん 若ざや 生,92.2,2.2,0.4,0.5,0.9,-,0.3,Tr,0,-,2.2,-,-,"別名： さいとう（菜豆）、さんどまめ
 廃棄部位： すじ及び両端"
6,6011,474,いんげんまめ さやいんげん 若ざや ゆで,91.7,-2.4,-0.4,-0.5,-1,-,-0.3,(Tr),0,-,-2.3,-,-,"別名： さいとう（菜豆）、さんどまめ
 すじ及び両端を除いたもの
 06010さやいんげん生から推計"
6,6363,478,うるい 葉 生,92.8,1.2,Tr,0.6,0.4,-,0.1,0,-,-,1.1,-,-,"別名： ウリッパ、アマナ、ギンボ等
 廃棄部位： 株元"
6,6015,479,えだまめ 生,71.7,4.7,2.9,0.1,Tr,Tr,1.3,Tr,0,-,4.3,-,-,廃棄部位： さや
6,6016,480,えだまめ ゆで,72.1,-4.6,-2.8,-0.1,(Tr),(Tr),-1.3,(Tr),0,-,-4.3,-,-,"廃棄部位： さや
 06015えだまめ生から推計"
6,6017,481,えだまめ 冷凍,67.1,5.3,2.2,0.1,0.1,-,1.5,1,0,-,4.9,-,-,廃棄部位： さや
6,6020,487,（えんどう類） さやえんどう 若ざや 生,88.6,4.2,0.7,2.4,0.1,-,0.8,0,0,-,4.1,-,-,"別名： きぬさやえんどう
 廃棄部位： すじ及び両端"
6,6021,488,（えんどう類） さやえんどう 若ざや ゆで,89.1,-4,-0.7,-2.3,-0.1,-,-0.8,0,0,-,-3.9,-,-,"別名： きぬさやえんどう
 すじ及び両端を除いたもの
 06020さやえんどう生から推計"
6,6022,489,（えんどう類） スナップえんどう 若ざや 生,86.6,-5.9,-1.2,-2.1,-1.9,0,-0.5,0,0,0,-5.7,-,-,"別名： スナックえんどう
 廃棄部位： すじ及び両端
 米国成分表から推計"
6,6023,490,（えんどう類） グリンピース 生,76.5,12.8,9.1,0,0,-,2.7,0,0,-,11.8,-,-,"別名： みえんどう
 さやを除いたもの"
6,6024,491,（えんどう類） グリンピース ゆで,72.2,-15.2,-10.8,0,0,-,-3.1,0,0,-,-13.9,-,-,"別名： みえんどう
 さやを除いたもの
 06023グリンピース生から推計"
6,6025,492,（えんどう類） グリンピース 冷凍,75.7,11.4,6.9,0,0,-,3.6,0,0,-,10.5,-,-,別名： みえんどう
6,6374,493,（えんどう類） グリンピース 冷凍 ゆで,74.6,11.6,7.7,0,0,-,3,0,0,-,10.7,-,-,別名： みえんどう
6,6375,494,（えんどう類） グリンピース 冷凍 油いため,70.1,11.8,7.3,0,0,-,3.7,0,0,-,10.9,-,-,別名： みえんどう
6,6026,495,（えんどう類） グリンピース 水煮缶詰,74.9,-11.8,-7.1,0,0,-,-3.8,0,0,-,-10.9,-,-,"別名： みえんどう
 液汁を除いたもの
 06025グリンピース冷凍から推計"
6,6032,501,オクラ 果実 生,90.2,1.9,0,0.6,0.6,-,0.7,0,0,-,1.9,-,-,廃棄部位： へた
6,6033,502,オクラ 果実 ゆで,89.4,-2.1,0,-0.7,-0.7,-,-0.7,(Tr),0,-,-2.1,-,-,"廃棄部位： へた
 06032オクラ生から推計"
6,6036,505,かぶ 根 皮つき 生,93.9,3,Tr,1.6,1.4,-,0,-,0,-,3,-,-,"別名： かぶら、すずな
 廃棄部位： 根端及び葉柄基部"
6,6037,506,かぶ 根 皮つき ゆで,93.8,-3.1,(Tr),-1.7,-1.4,-,0,-,0,-,-3.1,-,-,"別名： かぶら、すずな
 根端及び葉柄基部を除いたもの
 06036かぶ根皮つき生から推計"
6,6038,507,かぶ 根 皮なし 生,93.9,3.5,0,1.8,1.6,-,0.1,Tr,0,-,3.5,-,-,"別名： かぶら、すずな
 廃棄部位： 根端、葉柄基部及び皮"
6,6039,508,かぶ 根 皮なし ゆで,93.7,-3.6,0,-1.9,-1.6,-,-0.1,(Tr),0,-,-3.6,-,-,"別名： かぶら、すずな
 根端、葉柄基部及び皮を除いたもの
 06038かぶ根皮むき生から推計"
6,6046,515,（かぼちゃ類） 日本かぼちゃ 果実 生,86.7,8.3,3.1,1.4,1.4,-,1.9,0,0,-,7.8,-,-,"別名： とうなす、ぼうぶら、なんきん
 廃棄部位： わた、種子及び両端"
6,6047,516,（かぼちゃ類） 日本かぼちゃ 果実 ゆで,84,-9.9,-3.8,-1.7,-1.7,-,-2.2,0,0,-,-9.4,-,-,"別名： とうなす、ぼうぶら、なんきん
 わた､種子及び両端を除いたもの
 06046日本かぼちゃ生から推計"
6,6048,517,（かぼちゃ類） 西洋かぼちゃ 果実 生,76.2,17,8.6,1.2,0.9,-,5.2,0,0,-,15.9,-,-,"別名： くりかぼちゃ
 廃棄部位： わた、種子及び両端
 乳糖は豪州成分表から推計"
6,6049,518,（かぼちゃ類） 西洋かぼちゃ 果実 ゆで,75.7,-17.4,-8.8,-1.3,-0.9,-,-5.3,0,0,-,-16.2,-,-,"別名： くりかぼちゃ
 わた、種子及び両端を除いたもの 
 06048西洋かぼちゃ生から推計。乳糖は豪州成分表から推計"
6,6332,519,（かぼちゃ類） 西洋かぼちゃ 果実 焼き,68.2,-22.8,-11.5,-1.7,-1.2,-,-6.9,0,0,-,-21.3,-,-,"別名： くりかぼちゃ
 わた、種子及び両端を除いたもの
 06048西洋かぼちゃ生から推計。乳糖は豪州成分表から推計"
6,6050,520,（かぼちゃ類） 西洋かぼちゃ 果実 冷凍,78.1,-15.7,-7.9,-1.1,-0.8,-,-4.8,0,0,-,-14.6,-,-,"別名： くりかぼちゃ
 06048西洋かぼちゃ生から推計"
6,6054,524,カリフラワー 花序 生,90.8,3.2,0.3,1.3,1.1,-,0.5,0,0,-,3.2,-,-,"別名： はなやさい
 廃棄部位： 茎葉"
6,6055,525,カリフラワー 花序 ゆで,91.5,-3,-0.3,-1.2,-1,-,-0.5,0,0,-,-2.9,-,-,"別名： はなやさい
 茎葉を除いたもの
 06054カリフラワー生から推計"
6,6056,526,かんぴょう 乾,19.8,33.3,0.7,16.3,16.2,-,0,Tr,0,-,33.2,-,-,
6,6057,527,かんぴょう ゆで,91.6,-3.5,-0.1,-1.7,-1.7,-,0,0,0,-,-3.5,-,-,06056かんぴょう乾から推計
6,6364,528,かんぴょう 甘煮,57.6,26.7,0.2,1.3,0.8,0.1,22.6,0.5,0,-,25.5,-,-,
6,6061,532,（キャベツ類） キャベツ 結球葉 生,92.9,3.9,Tr,1.9,1.8,-,0.3,0,0,-,3.9,-,-,"別名： かんらん、たまな
 廃棄部位： しん"
6,6062,533,（キャベツ類） キャベツ 結球葉 ゆで,93.9,1.9,0,1.1,0.8,-,0.1,0,0,-,1.9,-,-,"別名： かんらん、たまな
 しんを除いたもの"
